,EventTemplate,Occurrences
0,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>",199
1,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*> dockedStackBounds=<*>",183
2,setLightsOn(<*>),181
3,HBM brightnessIn =<*>,85
4,HBM brightnessOut =<*>,85
5,"Animating brightness: target=<*>, rate=<*>",85
6,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,81
7,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",69
8,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",65
9,updateDimmedActivatedHideSensitive overlap:<*>,65
10,"Skipping, withExcluded: <*>, tr.intent:<*>",49
11,shouldBlockLocation running ...,37
12,shouldBlockLocation ret:<*>,37
13,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,37
14,"Releasing suspend blocker ""<*>"".",33
15,"Acquiring suspend blocker ""<*>"".",33
16,suspendAutohide,23
17,"cancelNotification,index:<*>",23
18,cancelPeek: <*>,20
19,"cancelNotificationWithTag pid <*>,uid =<*>,tag =<*>,pkg =<*>,id =<*>",20
20,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",19
21,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",18
22,"release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>",17
23,querySoundEffectsEnabled...,17
24,cancelAutohide,15
25,interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=<*> down <*> canceled <*>,14
26,"interceptKeyBeforeQueueing: key <*> , result : <*>",14
27,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",14
28,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>",13
29,"state.clipTopAmount:<*>, i:<*>",13
30,"updateNotificationShade: total=<*>, active=<*>",13
31,removeNotificationChildren,12
32,closeQs,12
33,isMusicActive...,12
34,Destroying surface Surface(name=<*>) called by <*> <*> <*>.removeLocked:<*> <*>.removeWindowInnerLocked:<*> <*>.removeWindowInnerLocked:<*> <*>.removeWindowLocked:<*> <*>.removeWindowLocked:<*> <*>.removeWindow:<*>,12
35,resumeSuspendedAutohide,10
36,playSoundEffect effectType: <*>,10
37,getRecentTasks: topActivity=<*>,10
38,instantCollapse,9
39,getLastAudibleStreamVolume treamType: <*>,9
40,"release:lock=<*>, flg=<*>, tag=<*>, name=<*>, ws=<*>, uid=<*>, pid=<*>",8
41,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>",8
42,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",7
43,"Skipping, withExcluded: <*>, tr.intent:Intent {{ flg=<*> cmp=<*> (has extras) }}",7
44,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }",7
45,Destroying surface Surface(name=<*>) called by <*> <*> <*> <*> <*> <*> <*>,7
46,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>",7
47,"acquire lock=<*>, flags=<*>, tag=<*>, name=<*>, ws=<*>, uid=<*>, pid=<*>",6
48,"updateLightsLocked,mInCall =<*>,mScreenOn =<*>,ledNotification == <*>",6
49,"updateLightsLocked,turn off notificationLight",6
50,logNotificationVisibilityChanges runInThread start,6
51,onNotificationVisibilityChanged called,6
52,logNotificationVisibilityChanges runInThread over,6
53,The change in focus caused us to need to do a layout begin,6
54,The change in focus caused us to need to do a layout end,6
55,cleanUpApplicationRecord -- <*>,6
56,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>",6
57,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",6
58,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>,6
59,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,6
60,mVisiblity.getValue is <*>,5
61,getNeighboringCellInfo calling app is <*>,5
62,"onInterceptTouchEvent MotionEvent { action=<*>, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=<*>, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",4
63,"Taking screenshot from Surface with crop:[<*>], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[<*>], rot:[<*>]",4
64,makeExpandedInvisible: mExpandedVisible=<*>,4
65,"ActivityManagerService,attachApplication,callingPid = <*>",4
66,mHeadsUpExistenceChangedRunnable,4
67,getRecentTasks: topActivity=ComponentInfo{$<*>/$<*>},4
68,visible is <*>,3
69,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> <*>",3
70,"Application requested orientation <*>, got rotation <*> which has compatible metrics",3
71,disable: < <*> >,3
72,registerCallback not in UI.,3
73,android.util.AndroidRuntimeException: Must execute in UI,3
74,disable: < <*> <*> <*> <*> <*> <*> <*> <*> <*> >,3
75,Received TIME_TICK alarm; rescheduling,3
