,EventTemplate,Occurrences
0,session closed for user {username},24
1,session opened for user {username} by (uid={uid}),19
2,({user}) CMD ({command}),15
3,data_thread() got not answer from any [{datasource}] datasource,616
4,"synchronized to {server}, stratum {stratum}",403
5,"synchronized to {server}, stratum {level}",163
6,[{file}:{line}]: {message},47
7,data_thread() got not answer from any [{service}] datasource,203
8,[{}]: {},32
9,[{}:{}]: {},107
10,Local disconnected: Connection closed.,3
11,connection lost: '{reason}',3
12,unable to qualify my own domain name ({hostname}) -- using short name,10
13,"jA9J1UvC004306: from={from}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
14,"jA9J1UvC004306: to={to}, ctladdr={ctladdr} ({ctladdr_count}/{ctladdr_total}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay=[{relay_ip}] [{relay_hostname}], dsn={dsn}, stat={stat}",1
15,"jA9J1Wd7019391: from={from}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
16,"jA9J1Wd7019391: to={to}, ctladdr={ctladdr} ({ctladdr_count}/{ctladdr_total}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay=[{relay_ip}] [{relay_hostname}], dsn={dsn}, stat={stat}",1
17,"jA9J1WSU011176: from={from}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
18,"jA9J1WSU011176: to={to}, ctladdr={ctladdr} ({ctladdr_count}/{ctladdr_total}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay=[{relay_ip}] [{relay_hostname}], dsn={dsn}, stat={stat}",1
19,"jA9J1WFE024258: from={sender}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
20,"jA9J1WFE024258: to={to}, ctladdr={ctladdr} ({ctladdr_count}/{ctladdr_total}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay=[{relay_ip}] [{relay_hostname}], dsn={dsn}, stat={stat}",1
21,DHCPDISCOVER from {mac_address} via {interface},5
22,DHCPOFFER on {ip} to {mac} via {interface},5
23,"jA9J1dQ7016560: from={from}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
24,"jA9J1dQ7016560: to={to}, ctladdr={ctladdr} ({ctladdr_count}/{ctladdr_total}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay=[{relay_ip}] [{relay_hostname}], dsn={dsn}, stat={stat}",1
25,DHCPDISCOVER from {mac_address} via {interface}: network {network_name}: {error_message},13
26,DHCPACK on {ip_address} to {mac_address} via {interface},3
27,DHCPREQUEST for {requested_ip} ({server_ip}) from {mac_address} via {interface},3
28,START: tftp pid={pid} from={ip},1
29,DHCPREQUEST for {requested_ip} ({server_ip}) from {mac_address} via {interface}: {message},8
30,DHCPREQUEST for {requested_ip} ({server_ip}) from {client_mac} via {interface}: {message},1
31,DHCPDISCOVER from {mac_address} via {interface}: {network}: no free leases,2
32,RRD_update ({path}): illegal attempt to update using time {timestamp} when last update time is {timestamp} (minimum one second step),11
33,kernel time sync disabled {code},1
34,time reset {offset} s,1
35,Received SNMP packet(s) from {source},1
36,"synchronized to LOCAL(0), stratum {stratum}",1
37,kernel time sync enabled {value},1
38,"synchronized to #{server}#, stratum {stratum}",1
39,({user}) CMD ({command} {argument}),3
40,({user}) CMD ({command} {arguments}),1
41,My unqualified host name ({hostname}) unknown; sleeping for retry,5
42,CentOS-4 (Kernel Module GPG key),1
43,({options}),1
44,DSDT (v001 {manufacturer} {product} 0x{version} {oem} 0x{revision}) @ {address},1
