,EventTemplate,Occurrences
0,Interrupted while waiting for message on queue,314
1,Received connection request <*>,299
2,Interrupting SendWorker,266
3,Send worker leaving thread,262
4,"Connection broken for id <*>, my id = <*>, error = <*>",246
5,Cannot open channel to <*> at election address <*>,86
6,Established session <*> with negotiated timeout <*> for client <*>,50
7,Accepted socket connection from <*>,48
8,Processed session termination for sessionid: <*>,47
9,"Connection broken for id <*>, my id = <*>, error =",45
10,Closed socket connection for client <*> which had sessionid <*>,44
11,Client attempting to establish new session at <*>,41
12,"Expiring session <*>, timeout of <*> exceeded",40
13,Connection request from old client <*>; will be dropped if server is in r-o mode,39
14,Notification time out: <*>,37
15,caught end of stream exception,37
16,******* GOODBYE <*> ********,19
17,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <*> (n.sid), <*> (n.peerEPoch), <*> (my state)",12
18,Unexpected exception causing shutdown while sock still open,12
19,LOOKING,4
20,Closed socket connection for client <*> (no session established for client),4
21,Client attempting to renew session <*> at <*>,3
22,Exception causing close of session <*> due to <*>,3
23,autopurge.purgeInterval set to <*>,3
24,FOLLOWING,2
25,FOLLOWING - LEADER ELECTION TOOK - <*>,2
26,Server environment:java.vendor=<*>,2
27,Server environment:user.name=<*>,2
28,Server environment:os.name=<*>,2
29,Snapshotting: <*> to <*>,2
30,Getting a snapshot from leader,2
31,minSessionTimeout set to <*>,2
32,Unexpected Exception:,1
33,Server environment:user.dir=<*>,1
34,My election bind port: <*>,1
35,"Have smaller server identifier, so dropping the connection: <*>",1
36,"New election. My id = <*>, proposed zxid=<*>",1
37,Server environment:host.name=<*>,1
38,autopurge.snapRetainCount set to <*>,1
39,Revalidating client: 0x14f05578bd80018,1
40,"Server environment:zookeeper.version=<*>, built on <*>",1
41,Revalidating client: 0x14f05578bd80013,1
42,tickTime set to <*>,1
43,Got user-level KeeperException when processing sessionid:<*> type:<*> cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = <*> for <*>,1
44,Starting quorum peer,1
45,Follower sid: <*> : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@<*>,1
46,Revalidating client: <*>,1
47,maxSessionTimeout set to <*>,1
48,Server environment:java.class.path=<*>,1
49,Have quorum of supporters; starting up and setting last processed zxid: <*>,1
50,shutdown of request processor complete,1
51,First is 0x0,1
52,Reading snapshot <*>,1
53,Sending DIFF,1
54,Server environment:java.home=<*>,1
