,EventTemplate,Occurrences
0,data_thread() got not answer from any [<*>] datasource,622
1,"synchronized to <*>, stratum <*>",568
2,<*>() got not answer from any [<*>] datasource,197
3,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************,62
4,[ib_sm_sweep.c:<*>]: No configuration change required,60
5,[ib_sm_sweep.c:<*>]: No topology change,47
6,Warning: we failed to resolve data source name <*>,34
7,session closed for user <*>,24
8,session opened for user <*> by (uid=<*>),19
9,[ib_sm_sweep.c:<*>]: <*>,17
10,Reading included configuration file: <*> [file=<*>] [line=<*>],17
11,removing <*>,16
12,(<*>) CMD (<*>),14
13,DHCPDISCOVER from <*> via <*>: <*>: no free leases,11
14,RRD_update (<*>): illegal attempt to update using time <*> when last update time is <*> (minimum one second step),11
15,<*>,11
16,unable to qualify my own domain name (<*>) -- using short name,10
17,"PCI interrupt <*>[<*>] -> GSI <*> (<*>, <*>) -> IRQ <*>",10
18,DHCPREQUEST for <*> (<*>) from <*> via <*>: <*>,9
19,<*> Interrupt Routing Table [<*>],7
20,<*> from <*> via <*>,5
21,DHCPOFFER on <*> to <*> via <*>,5
22,My unqualified host name (<*>) unknown; sleeping for retry,5
23,L2 cache: <*>,5
24,Physical Processor ID: <*>,5
25,"Trace cache: <*> uops, L1 D cache: <*>",5
26,Registered protocol family <*>,5
27,<*> startup succeeded,5
28,<*> from <*> via <*>: network <*>: <*>,4
29,(<*>) CMD (<*> <*>),4
30,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),4
31,Processor [<*>] (supports <*>),4
32,registered new driver <*>,4
33,<*> disconnected: <*>.,3
34,connection lost: '<*>',3
35,DHCPACK on <*> to <*> via <*>,3
36,DHCPREQUEST for <*> (<*>) from <*> via <*>,3
37,<*> (<*> <*> <*> <*> <*> <*>) @ <*>,3
38,IOAPIC (id[<*>] address[<*>] gsi_base[<*>]),3
39,<*> (acpi_id[<*>] <*> edge lint[<*>]),3
40,"<*> Interrupt Link [<*>] (IRQs <*>) <*>, <*>.",3
41,mounted filesystem with ordered data mode.,3
42,"apic_id <*>, version <*>, address <*>, GSI <*>",3
43,(C) <*>-<*> Netfilter core team,3
44,(<*>),2
45,<*> [<*>],2
46,not allocating divert_blk for non-ethernet device <*>,2
47,... autorun DONE.,2
48,Autodetecting RAID arrays.,2
49,autorun ...,2
50,"connection from ""<*>""",2
51,"User <*>, coming from <*>, authenticated.",2
52,Now running on #<*>'s privileges.,2
53,"<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>@<*>",1
54,"jA9J1UvC004306: to=<*>, ctladdr=<*> (<*>/<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>",1
55,"jA9J1Wd7019391: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
56,"jA9J1Wd7019391: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=<*> [<*>], dsn=<*>, stat=<*>",1
57,"jA9J1WSU011176: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
58,"jA9J1WSU011176: to=<*>, ctladdr=<*> (<*>/<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>",1
