,EventTemplate,Occurrences
0,Created MRAppMaster for application {app},1
1,Executing with tokens:,1
2,"Kind: {kind}, Service: {service}, Ident: (appAttemptId { application_id { id: {id} cluster_timestamp: {timestamp} } attemptId: {attempt} } keyId: {keyId})",1
3,Using mapred {committer}.,1
4,OutputCommitter set in config {config},1
5,OutputCommitter is {committer},1
6,Registering class {class1} for class {class2},6
7,Registering class {class} for class {class},2
8,Registering class {class} for class {handler},1
9,Default file system [{filesystem}],3
10,Emitting job history data to the timeline server is not enabled,1
11,loaded properties from {file},1
12,Scheduled snapshot period at {seconds} second(s).,1
13,MRAppMaster metrics system started,1
14,Adding job token for {job} to jobTokenSecretManager,1
15,Not uberizing {job} because: {reason},1
16,Input size for job {job_id} = {size}. Number of splits = {num_splits},1
17,Number of reduces for job {job_id} = {count},1
18,job_{job_id}Job Transitioned from {old_state} to {new_state},1
19,"MRAppMaster launching normal, non-uberized, multi-container job {job_id}.",1
20,Using callQueue class {class},2
21,Starting Socket Reader #{number} for port {port},2
22,Adding protocol {protocol} to the server,1
23,Instantiated MRClientService at {server},1
24,IPC Server Responder: starting,2
25,IPC Server listener on {port}: {status},2
26,Logging to {logger}(org.{package}) via {adapter},1
27,Http request log for {url} is not defined,1
28,Added global filter '{filterName}' (class={className}),1
29,Added filter {filterName} (class={className}) to context {context},1
30,Added filter {filterName} (class={className}) to context static,1
31,adding path spec: {path},2
32,Jetty bound to port {port},1
33,{server},1
34,Extract jar:{path} to {destination},1
35,Started HttpServer2$SelectChannelConnectorWithSafeStartup@{ip}:{port},1
36,Web app /mapreduce started at {time},1
37,Registered webapp guice modules,1
38,JOB_CREATE {job_id},1
39,nodeBlacklistingEnabled:{bool},1
40,maxTaskFailuresPerNode is {int},1
41,blacklistDisablePercent is {int},1
42,Connecting to ResourceManager at {server},1
43,"maxContainerCapability: <memory:{memory}, vCores:{core}>",1
44,queue: {queue},1
45,Upper limit on the thread pool size is {limit},1
46,yarn.client.max-cached-nodemanagers-proxies : {int},1
47,job_{job_id}Job Transitioned from {from_state} to {to_state},2
48,Processing the event EventType: {event},3
49,Resolved {server} to {location},33
50,task_{timestamp}_{id}_{type} Task Transitioned from {from} to {to},3
51,task_{timestamp}_m_{task_id} Task Transitioned from {old_state} to {new_state},4
52,task_{appId}_{attemptId}_{taskType}_{taskNumber} Task Transitioned from {oldState} to {newState},2
53,task_{timestamp}_m_{taskNumber} Task Transitioned from {oldState} to {newState},1
54,task_{appId}_{attemptId}_{taskType}_{taskIndex} Task Transitioned from {oldState} to {newState},1
55,{task} TaskAttempt Transitioned from NEW to UNASSIGNED,13
56,{task} TaskAttempt Transitioned from {state1} to {state2},5
57,"mapResourceRequest:<memory:{memory}, vCores:{cores}>",1
58,"Event Writer setup for JobId: {jobId}, File: {file}",1
59,"reduceResourceRequest:<memory:{memory}, vCores:{cores}>",1
60,Before Scheduling: PendingReds:{int} ScheduledMaps:{int} ScheduledReds:{int} AssignedMaps:{int} AssignedReds:{int} CompletedMaps:{int} CompletedReds:{int} ContAlloc:{int} ContRel:{int} HostLocal:{int} RackLocal:{int},5
61,"getResources() for {application}: ask={ask} release={release} newContainers={new} finishedContainers={finished} resourcelimit=<memory:{memory}, vCores:{core}> knownNMs={known}",7
62,"Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",131
63,Reduce slow start threshold not met. completedMapsForReduceSlowstart {int},54
64,Got allocated containers {count},10
65,Resolved {hostname} to {ip},6
66,Assigned container {container} to {attempt},3
